CustomerID,actual_churn,predicted_churn,churn_probability,prediction_correct
50988,1,1,0.6443839179331573,True
50512,1,1,0.6442718102783368,True
52015,1,1,0.6431308177622829,True
55200,1,1,0.6377159031311095,True
51173,1,1,0.6342333851781244,True
53256,0,1,0.6328084905786099,False
50901,0,1,0.631935277698337,False
50162,1,1,0.6315730991767939,True
52349,0,1,0.6313073974962068,False
51743,0,1,0.6304268043877435,False
55332,1,1,0.6287644141578582,True
50256,0,1,0.6268330156826437,False
52031,0,1,0.6202765562032261,False
55331,0,1,0.6182251111042589,False
53241,0,1,0.6175237793535859,False
51896,0,1,0.6156787620958882,False
55165,0,1,0.6128905615692568,False
51582,1,1,0.6121369464190205,True
52748,0,1,0.6110234457319954,False
51278,0,1,0.6066467432748707,False
53425,0,1,0.6047072900633048,False
50510,0,1,0.6036837556787736,False
50744,0,1,0.6025469228361967,False
53716,0,1,0.601427667214598,False
52001,0,1,0.5989141826905319,False
55154,0,1,0.5944099279535017,False
52202,0,1,0.5932748540806663,False
51309,0,1,0.587365360343687,False
51388,1,1,0.5862137985734209,True
50488,0,1,0.5842758295237152,False
52174,1,1,0.5830350495316534,True
52576,0,1,0.5826275731753043,False
52550,1,1,0.5824126203626421,True
51299,0,1,0.5794695543534779,False
52214,0,1,0.5786292689243134,False
51677,0,1,0.5785072059747166,False
50536,1,1,0.5773515930437947,True
54930,0,1,0.5682465249363607,False
51984,0,1,0.565166114945006,False
53840,0,1,0.5639668981762942,False
51072,0,1,0.563455317238606,False
53329,0,1,0.5628826953959978,False
54098,0,1,0.5590245140567442,False
53161,0,1,0.5586439930263688,False
50765,0,1,0.5573548811571405,False
52006,1,1,0.5570279051918845,True
55082,0,1,0.5563276100500466,False
50244,1,1,0.5561637999149864,True
51346,1,1,0.5558275442006937,True
55622,1,1,0.5556200359803152,True
51045,0,1,0.5522000802796183,False
50655,1,1,0.5514129767481161,True
55244,1,1,0.551031084478459,True
52977,1,1,0.5495760292516738,True
54940,1,1,0.5465370698761788,True
53415,0,1,0.5439562076199204,False
54962,1,1,0.5435962139600937,True
52159,1,1,0.5413816910613335,True
55563,0,1,0.5402778859348154,False
53254,0,1,0.5365455894726429,False
52208,0,1,0.5363984232035157,False
52235,0,1,0.5356702377087701,False
53364,0,1,0.5321409436941834,False
50008,1,1,0.5317286470855423,True
54500,0,1,0.5313716018843113,False
55409,0,1,0.5302608469314527,False
52569,1,1,0.5288251544922857,True
51673,1,1,0.5278014870120207,True
54365,1,1,0.5271395191600741,True
51124,0,1,0.5221962757304515,False
54885,0,1,0.5220910906142406,False
55583,0,1,0.5204991805402917,False
52339,0,1,0.520342103505213,False
52203,1,1,0.5195958587116576,True
52017,0,1,0.5194598277873512,False
54677,0,1,0.5177271498365217,False
52468,0,1,0.5162327727436443,False
52827,1,1,0.5137999991710663,True
50056,0,1,0.5132940142613392,False
52594,0,1,0.510896371933619,False
54994,0,1,0.5105352236940568,False
51480,0,1,0.509348878903856,False
51548,0,1,0.5090159751278294,False
50078,0,1,0.5090159751278294,False
51844,0,1,0.5084739797202427,False
50853,0,1,0.5082988054946675,False
52526,0,1,0.507721953596145,False
50516,0,1,0.5050289999388569,False
53601,0,1,0.5046711880796557,False
50326,0,1,0.5042619455929682,False
51386,0,1,0.5031871569056733,False
